,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
3400,3400,3400,3400,3400,PtPbO3,Pt,Pb,0,element not in BV,element not in BV,0.67,0.99,rhombohedral,-0.623,0.386,0,15.464,0,5.888,5.888,5.888,63.2,63.2,63.2,-5.21,0.7333333333,0.6104084179,9.0,7.416,2.28,2.33,0.6104084179,1.24,1.46,0.51,0.96,1.13,0.45,0.364,12,25,30,14
3401,3401,3401,3401,3401,PtPdO3,Pt,Pd,0,element not in BV,element not in BV,0.67,0.75,cubic,0.44,1.144,0.569,12.178,0,3.934,3.934,3.934,90,90,90,-3.29,0.5555555556,0.68016938,9.0,8.34,2.28,2.2,0.68016938,1.24,1.46,0.51,1.08,1.37,0.4,0.562,8,18,20,0
3402,3402,3402,3402,3402,PtPmO3,Pt,Pm,0,element not in BV,element not in BV,0.67,0.97,cubic,-0.676,1.511,0.605,17.29,0,4.422,4.422,4.422,90,90,90,-7.492,0.7185185184999999,0.6156705595,9.0,5.553999999999999,2.28,1.13,0.6156705595,1.24,1.46,0.51,,,,,12,24,20,4
3403,3403,3403,3403,3403,PtPrO3,Pt,Pr,0,element not in BV,element not in BV,0.67,0.92,cubic,-0.578,1.558,0.605,18.107,0,4.49,4.49,4.49,90,90,90,-7.795,0.6814814815000001,0.629231585,9.0,5.46,2.28,1.13,0.629231585,1.24,1.46,0.51,,,,0.962,12,24,21,1
3404,3404,3404,3404,3404,Pt2O3,Pt,Pt,0,element not in BV,element not in BV,0.67,0.67,cubic,0.43,1.126,0.534,12.402,0,3.958,3.958,3.958,90,90,90,-,0.4962962963000001,0.7071067812,9.0,9.0,2.28,2.28,0.7071067812,1.24,1.46,0.51,1.24,1.46,0.51,2.128,12,24,27,14
3405,3405,3405,3405,3405,PtPuO3,Pt,Pu,0,element not in BV,element not in BV,0.67,0.83,cubic,-1.197,0.996,0.388,15.714,0,4.283,4.283,4.283,90,90,90,-2.125,0.6148148148,0.6552090358,9.0,6.06,2.28,1.28,0.6552090358,1.24,1.46,0.51,,,,,14,30,31,18
3406,3406,3406,3406,3406,PtRbO3,Pt,Rb,0,element not in BV,element not in BV,0.67,1.52,orthorhombic,-0.819,0.213,0.2,21.019,0,6.436,6.599,9.897,90,90,90,-15.058,1.1259259259,0.4976849122,9.0,4.177,2.28,0.82,0.4976849122,1.24,1.46,0.51,1.67,2.43,0.71,0.48592,9,18,10,0
3407,3407,3407,3407,3407,PtReO3,Pt,Re,0,element not in BV,element not in BV,0.67,0.57,cubic,-0.552,0.968,0.047,11.697,0,3.882,3.882,3.882,90,90,90,3.267,0.4222222222,0.7439352593999999,9.0,7.88,2.28,1.9,0.7439352593999999,1.24,1.46,0.51,1.19,1.49,0.565,0.15,12,24,24,14
3408,3408,3408,3408,3408,PtRhO3,Pt,Rh,0,element not in BV,element not in BV,0.67,0.61,cubic,0.171,1.03,0.493,11.749,0,3.887,3.887,3.887,90,90,90,0.183,0.4518518519,0.7287529071,9.0,7.46,2.28,2.28,0.7287529071,1.24,1.46,0.51,1.11,1.41,0.42,1.137,9,18,18,0
3409,3409,3409,3409,3409,PtRuO3,Pt,Ru,0,element not in BV,element not in BV,0.67,0.62,cubic,-0.105,0.892,0.075,11.516,0,3.862,3.862,3.862,90,90,90,1.596,0.4592592593,0.7250536538,9.0,7.37,2.28,2.2,0.7250536538,1.24,1.46,0.51,1.145,1.46,0.45,1.05,9,18,17,0
3410,3410,3410,3410,3410,PtSbO3,Pt,Sb,0,element not in BV,element not in BV,0.67,0.68,cubic,-0.386,0.842,0.246,12.614,0,3.98,3.98,3.98,90,90,90,1.165,0.5037037037,0.7036234966,9.0,8.641,2.28,2.05,0.7036234966,1.24,1.46,0.51,0.83,0.935,0.335,1.046,10,21,20,0
3411,3411,3411,3411,3411,PtScO3,Pt,Sc,0,element not in BV,element not in BV,0.67,0.75,cubic,-1.116,1.136,0.599,13.047,0,4.026,4.026,4.026,90,90,90,-4.4,0.5555555556,0.68016938,9.0,6.54,2.28,1.36,0.68016938,1.24,1.46,0.51,1.22,1.53,0.31,0.188,8,12,1,0
3412,3412,3412,3412,3412,PtSiO3,Pt,Si,0,element not in BV,element not in BV,0.67,0.4,cubic,-1.065,1.016,0.4,9.309,0,3.597,3.597,3.597,90,90,90,1.734,0.2962962963,0.816203256,9.0,8.151,2.28,1.9,0.816203256,1.24,1.46,0.51,0.68,0.74,,1.389522,6,8,0,0
3413,3413,3413,3413,3413,PtSmO3,Pt,Sm,0,element not in BV,element not in BV,0.67,0.96,cubic,-0.705,1.493,0.599,17.067,0,4.403,4.403,4.403,90,90,90,-7.37,0.7111111111,0.6183358,9.0,5.64,2.28,1.17,0.6183358,1.24,1.46,0.51,,,,,12,24,20,5
3414,3414,3414,3414,3414,PtSnO3,Pt,Sn,0,element not in BV,element not in BV,0.67,0.69,cubic,-0.433,0.976,0.401,13.004,0,4.021,4.021,4.021,90,90,90,-1.317,0.5111111111,0.7001743618,9.0,7.3439999999999985,2.28,1.96,0.7001743618,1.24,1.46,0.51,0.88,1.0,0.345,1.112067,10,20,20,0
3415,3415,3415,3415,3415,PtSrO3,Pt,Sr,0,element not in BV,element not in BV,0.67,1.18,rhombohedral,-1.45,0.258,0,16.181,0.793,6.063,6.063,6.063,61.2,61.2,61.2,-11.566,0.8740740740999999,0.5645674696,9.0,5.695,2.28,0.95,0.5645674696,1.24,1.46,0.51,1.42,1.79,0.633,0.048,10,18,10,0
3416,3416,3416,3416,3416,PtTaO3,Pt,Ta,0,element not in BV,element not in BV,0.67,0.68,cubic,-1.535,0.774,0.207,12.514,0,3.97,3.97,3.97,90,90,90,2.354,0.5037037037,0.7036234966,9.0,7.89,2.28,1.5,0.7036234966,1.24,1.46,0.51,1.25,1.54,0.605,0.322,12,24,22,14
3417,3417,3417,3417,3417,PtTbO3,Pt,Tb,0,element not in BV,element not in BV,0.67,0.84,cubic,-0.712,1.416,0.602,16.265,0,4.333,4.333,4.333,90,90,90,-6.76,0.6222222222,0.6522172137,9.0,5.86,2.28,1.1,0.6522172137,1.24,1.46,0.51,,,,,12,24,21,7
3418,3418,3418,3418,3418,PtTcO3,Pt,Tc,0,element not in BV,element not in BV,0.67,0.6,cubic,-0.491,0.779,-0.008,11.602,0,3.871,3.871,3.871,90,90,90,2.557,0.44444444439999997,0.7324901015,9.0,7.28,2.28,1.9,0.7324901015,1.24,1.46,0.51,1.16,1.49,0.455,0.55,10,18,15,0
3419,3419,3419,3419,3419,PtTeO3,Pt,Te,0,element not in BV,element not in BV,0.67,0.77,cubic,-0.061,0.956,0.235,13.399,0,4.061,4.061,4.061,90,90,90,-0.076,0.5703703703999999,0.6737526877,9.0,9.009,2.28,2.1,0.6737526877,1.24,1.46,0.51,0.79,0.88,0.325,1.9708,10,22,20,0
3420,3420,3420,3420,3420,PtThO3,Pt,Th,0,element not in BV,element not in BV,0.67,0.94,cubic,-1.411,1.368,0.406,18.35,0,4.51,4.51,4.51,90,90,90,-3.568,0.6962962963,0.6237361127000001,9.0,6.08,2.28,1.3,0.6237361127000001,1.24,1.46,0.51,,,,,14,30,31,14
3421,3421,3421,3421,3421,PtTiO3,Pt,Ti,0,element not in BV,element not in BV,0.67,0.71,cubic,-1.353,0.83,0.4,11.491,0,3.859,3.859,3.859,90,90,90,-0.195,0.5259259259000001,0.6933765524,9.0,6.82,2.28,1.54,0.6933765524,1.24,1.46,0.51,1.15,1.43,0.28,0.079,8,12,2,0
3422,3422,3422,3422,3422,PtTlO3,Pt,Tl,0,element not in BV,element not in BV,0.67,1.2,cubic,0.599,1.527,0.515,14.842,0,4.202,4.202,4.202,90,90,90,-7.655,0.8888888889,0.5601394894,9.0,6.108,2.28,1.62,0.5601394894,1.24,1.46,0.51,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
3423,3423,3423,3423,3423,PtTmO3,Pt,Tm,0,element not in BV,element not in BV,0.67,0.96,cubic,-0.992,1.322,0.601,15.274,0,4.243,4.243,4.243,90,90,90,-5.956,0.7111111111,0.6183358,9.0,6.184,2.28,1.25,0.6183358,1.24,1.46,0.51,,,,,12,24,20,12
3424,3424,3424,3424,3424,PtUO3,Pt,U,0,element not in BV,element not in BV,0.67,0.85,cubic,-1.75,0.785,-0.023,15.81,0,4.292,4.292,4.292,90,90,90,1.971,0.6296296296,0.64925259,9.0,6.05,2.28,1.38,0.64925259,1.24,1.46,0.51,,,,,14,30,31,16
3425,3425,3425,3425,3425,PtVO3,Pt,V,0,element not in BV,element not in BV,0.67,0.64,cubic,-0.908,0.831,0.09,10.826,0,3.783,3.783,3.783,90,90,90,-0.296,0.47407407409999996,0.7177666824,9.0,6.74,2.28,1.63,0.7177666824,1.24,1.46,0.51,1.09,1.34,0.26,0.525,8,12,3,0
3426,3426,3426,3426,3426,PtWO3,Pt,W,0,element not in BV,element not in BV,0.67,0.63,cubic,-1,0.956,0.109,11.948,0,3.909,3.909,3.909,90,90,90,3.677,0.4666666667,0.7213917667,9.0,7.98,2.28,2.36,0.7213917667,1.24,1.46,0.51,1.22,1.515,0.59,0.815,12,24,23,14
3427,3427,3427,3427,3427,PtYO3,Pt,Y,0,element not in BV,element not in BV,0.67,0.9,cubic,-0.857,1.395,0.602,16.194,0,4.326,4.326,4.326,90,90,90,-6.524,0.6666666667,0.6348247547,9.0,6.38,2.28,1.22,0.6348247547,1.24,1.46,0.51,1.32,1.62,0.58,0.307,10,18,11,0
3428,3428,3428,3428,3428,PtYbO3,Pt,Yb,0,element not in BV,element not in BV,0.67,0.95,orthorhombic,-1.599,0.381,0,12.428,0.574,5.204,5.605,8.522,90,90,90,-9.65,0.7037037037,0.6210242165,9.0,6.254,2.28,1.1,0.6210242165,1.24,1.46,0.51,,,,-0.02,12,24,20,13
3429,3429,3429,3429,3429,PtZnO3,Pt,Zn,0,element not in BV,element not in BV,0.67,0.74,cubic,0.158,1.263,0.684,11.249,0,3.831,3.831,3.831,90,90,90,-6.585,0.5481481481,0.6834237789000001,9.0,9.394,2.28,1.65,0.6834237789000001,1.24,1.46,0.51,0.82,1.06,0.175,,8,12,10,0
3430,3430,3430,3430,3430,PtZrO3,Pt,Zr,0,element not in BV,element not in BV,0.67,0.72,cubic,-1.423,0.994,0.402,13.994,0,4.121,4.121,4.121,90,90,90,-1.454,0.5333333333,0.6900269072,9.0,6.84,2.28,1.33,0.6900269072,1.24,1.46,0.51,1.265,1.56,0.54,0.426,10,18,12,0
3431,3431,3431,3431,3431,PuAcO3,Pu,Ac,0,element not in BV,element not in BV,0.96,1.12,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8296296296,0.6613022933,6.06,5.17,1.28,1.1,0.6613022933,,,,,,,0.35,14,30,30,14
3432,3432,3432,3432,3432,PuAgO3,Pu,Ag,0,element not in BV,element not in BV,0.96,0.95,cubic,-1.406,0.656,0.989,13.376,0,4.059,4.059,4.059,90,90,90,-,0.7037037037,0.7101811585,6.06,7.5760000000000005,1.28,1.93,0.7101811585,,,,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
3433,3433,3433,3433,3433,PuAlO3,Pu,Al,0,element not in BV,element not in BV,0.96,0.54,orthorhombic,-3.522,-0.073,1,10.596,3.199,5.307,5.329,7.493,90,90,90,4.571,0.4,0.8642416215000001,6.06,5.9860000000000015,1.28,1.61,0.8642416215000001,,,,0.77,0.905,,0.43283,6,7,0,0
3434,3434,3434,3434,3434,PuAsO3,Pu,As,0,element not in BV,element not in BV,0.96,0.52,cubic,-1.955,0.585,1.082,12.97,0,4.018,4.018,4.018,90,90,90,-,0.3851851852000001,0.8734848473000001,6.06,9.81,1.28,2.18,0.8734848473000001,,,,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
3435,3435,3435,3435,3435,PuAuO3,Pu,Au,0,element not in BV,element not in BV,0.96,0.93,cubic,-1.293,0.757,1.036,13.967,0,4.118,4.118,4.118,90,90,90,-,0.6888888889,0.7164108178,6.06,9.225,1.28,2.54,0.7164108178,,,,1.21,1.45,0.488,2.30863,11,24,29,14
3436,3436,3436,3436,3436,PuBO3,Pu,B,0,element not in BV,element not in BV,0.96,0.27,cubic,-2.233,0.895,0.989,9.013,0,3.559,3.559,3.559,90,90,90,-,0.2,1.0082818917,6.06,8.298,1.28,2.04,1.0082818917,,,,0.48,0.315,,0.279723,4,1,0,0
3437,3437,3437,3437,3437,PuBaO3,Pu,Ba,0,element not in BV,element not in BV,0.96,1.35,orthorhombic,-2.951,0.35,0.8,18.127,1.556,6.681,6.709,8.087,90,90,90,-,1.0,0.604969135,6.06,5.2120000000000015,1.28,0.89,0.604969135,,,,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
3438,3438,3438,3438,3438,PuBeO3,Pu,Be,0,element not in BV,element not in BV,0.96,0.45,orthorhombic,-2.941,0.202,0.8,9.218,1.431,5.047,5.068,7.207,90,90,90,1.85,0.3333333333,0.9074537025,6.06,9.322000000000001,1.28,1.57,0.9074537025,,,,0.64,0.44,,,4,0,0,0
3439,3439,3439,3439,3439,PuBiO3,Pu,Bi,0,element not in BV,element not in BV,0.96,0.9,cubic,-1.7,0.853,1.123,16.608,0,4.363,4.363,4.363,90,90,90,-,0.6666666667,0.725962962,6.06,7.289,1.28,2.02,0.725962962,,,,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
3440,3440,3440,3440,3440,PuCaO3,Pu,Ca,0,element not in BV,element not in BV,0.96,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7407407407,0.6950709211,6.06,6.1129999999999995,1.28,1.0,0.6950709211,,,,1.32,1.68,0.34,0.02455,8,12,0,0
3441,3441,3441,3441,3441,PuCdO3,Pu,Cd,0,element not in BV,element not in BV,0.96,0.95,cubic,-1.589,0.906,0.97,14.1,0,4.131,4.131,4.131,90,90,90,-,0.7037037037,0.7101811585,6.06,8.993,1.28,1.69,0.7101811585,,,,0.985,1.23,0.37,,10,18,20,0
3442,3442,3442,3442,3442,PuCeO3,Pu,Ce,0,element not in BV,element not in BV,0.96,0.94,cubic,-2.388,1.188,1,19.932,0,4.636,4.636,4.636,90,90,90,-,0.6962962963,0.7132823863,6.06,5.54,1.28,1.12,0.7132823863,,,,,,,,12,24,21,0
3443,3443,3443,3443,3443,PuCoO3,Pu,Co,0,element not in BV,element not in BV,0.96,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4666666667,0.8249579114,6.06,7.86,1.28,1.88,0.8249579114,,,,0.92,1.1,0.21,0.662,8,12,7,0
3444,3444,3444,3444,3444,PuCrO3,Pu,Cr,1,element not in BV,element not in BV,0.96,0.58,orthorhombic,-3.12,-0.063,1.6,11.682,1.57,5.463,5.529,7.735,90,90,90,-,0.4296296296,0.8463298779999999,6.06,6.766,1.28,1.66,0.8463298779999999,,,,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
3445,3445,3445,3445,3445,PuCsO3,Pu,Cs,0,element not in BV,element not in BV,0.96,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2370370370000001,0.5408664452,6.06,3.8939999999999997,1.28,0.79,0.5408664452,,,,1.71,2.6,,0.4716260000000001,11,24,20,0
3446,3446,3446,3446,3446,PuCuO3,Pu,Cu,0,element not in BV,element not in BV,0.96,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5037037037,0.8046387509999999,6.06,7.726,1.28,1.9,0.8046387509999999,,,,0.88,1.16,0.185,1.235,7,12,10,0
3447,3447,3447,3447,3447,PuDyO3,Pu,Dy,0,element not in BV,element not in BV,0.96,0.99,cubic,-2.92,0.822,1.001,15.802,0.402,4.291,4.291,4.291,90,90,90,-,0.7333333333,0.6980413095999999,6.06,5.94,1.28,1.22,0.6980413095999999,,,,,,,,12,24,20,9
3448,3448,3448,3448,3448,PuErO3,Pu,Er,0,element not in BV,element not in BV,0.96,0.89,cubic,-3.012,0.753,1,15.308,0.619,4.246,4.246,4.246,90,90,90,-,0.6592592593,0.7292038681,6.06,6.101,1.28,1.24,0.7292038681,,,,,,,,12,24,20,11
3449,3449,3449,3449,3449,PuEuO3,Pu,Eu,0,element not in BV,element not in BV,0.96,1.06,orthorhombic,-3.269,0.233,0.8,15.168,1.641,6.036,6.271,8.015,90,90,90,-,0.7851851851999999,0.6777662508,6.06,5.67,1.28,1.2,0.6777662508,,,,,,,,12,24,20,6
3450,3450,3450,3450,3450,PuFeO3,Pu,Fe,0,element not in BV,element not in BV,0.96,0.67,orthorhombic,-2.704,-0.062,2,11.969,0.998,5.481,5.639,7.745,90,90,90,-,0.4962962963000001,0.8086221112,6.06,7.87,1.28,1.83,0.8086221112,,,,0.95,1.16,0.22,0.151,8,12,6,0
3451,3451,3451,3451,3451,PuGaO3,Pu,Ga,0,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.895,-0.028,1,11.669,2.583,5.473,5.523,7.721,90,90,90,-,0.4592592593,0.829145515,6.06,5.999,1.28,1.81,0.829145515,,,,0.76,0.935,0.17,0.43,8,13,10,0
3452,3452,3452,3452,3452,PuGdO3,Pu,Gd,0,element not in BV,element not in BV,0.96,0.94,cubic,-2.817,0.896,0.997,16.713,0,4.372,4.372,4.372,90,90,90,-,0.6962962963,0.7132823863,6.06,6.15,1.28,1.2,0.7132823863,,,,,,,,12,24,20,7
3453,3453,3453,3453,3453,PuGeO3,Pu,Ge,0,element not in BV,element not in BV,0.96,0.63,orthorhombic,-2.513,0.154,1.001,12.736,0,5.557,5.795,7.91,90,90,90,-,0.4666666667,0.8249579114,6.06,7.899,1.28,2.01,0.8249579114,,,,0.72,0.84,0.16,1.232712,8,14,10,0
3454,3454,3454,3454,3454,PuHfO3,Pu,Hf,0,element not in BV,element not in BV,0.96,0.71,orthorhombic,-3.577,-0.033,1.2,13.513,0.775,5.721,5.789,8.161,90,90,90,3.981,0.5259259259000001,0.7929207109,6.06,6.65,1.28,1.3,0.7929207109,,,,1.3,1.61,0.63,0.0,12,24,21,14
3455,3455,3455,3455,3455,PuHgO3,Pu,Hg,0,element not in BV,element not in BV,0.96,1.11,cubic,-1.196,0.97,1.027,14.877,0,4.206,4.206,4.206,90,90,90,-,0.8222222222,0.663990514,6.06,10.437000000000001,1.28,2.0,0.663990514,,,,1.07,1.34,0.475,,11,24,30,14
3456,3456,3456,3456,3456,PuHoO3,Pu,Ho,0,element not in BV,element not in BV,0.96,0.9,cubic,-2.967,0.786,1.001,15.539,0,4.267,4.267,4.267,90,90,90,-,0.6666666667,0.725962962,6.06,6.018,1.28,1.23,0.725962962,,,,,,,,12,24,20,10
3457,3457,3457,3457,3457,PuInO3,Pu,In,0,element not in BV,element not in BV,0.96,0.8,cubic,-2.13,0.609,1,13.925,0.593,4.114,4.114,4.114,90,90,90,-,0.5925925926,0.7597286812,6.06,5.7860000000000005,1.28,1.78,0.7597286812,,,,0.94,1.11,0.36,0.3,10,19,20,0
3458,3458,3458,3458,3458,PuIrO3,Pu,Ir,0,element not in BV,element not in BV,0.96,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4666666667,0.8249579114,6.06,9.1,1.28,2.2,0.8249579114,,,,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
3459,3459,3459,3459,3459,PuKO3,Pu,K,0,element not in BV,element not in BV,0.96,1.38,orthorhombic,-2.34,0.312,0.6,17.389,0.398,5.637,5.668,10.884,90,90,90,-,1.0222222222,0.5983211225,6.06,4.341,1.28,0.82,0.5983211225,,,,1.54,2.15,0.37,0.50147,7,12,0,0
3460,3460,3460,3460,3460,PuLaO3,Pu,La,0,element not in BV,element not in BV,0.96,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,0.762962963,0.6863095229,6.06,5.58,1.28,1.1,0.6863095229,,,,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
3461,3461,3461,3461,3461,PuLiO3,Pu,Li,0,element not in BV,element not in BV,0.96,0.76,orthorhombic,-2.535,0.118,0.6,10.626,1.009,5.19,5.643,7.257,90,90,90,-,0.5629629629999999,0.7741311206,6.06,5.392,1.28,0.98,0.7741311206,,,,0.985,0.625,,0.618049,3,0,0,0
3462,3462,3462,3462,3462,PuLuO3,Pu,Lu,0,element not in BV,element not in BV,0.96,0.86,cubic,-3.141,0.656,1,14.602,0,4.18,4.18,4.18,90,90,90,-,0.637037037,0.7391025631,6.06,5.4259,1.28,1.27,0.7391025631,,,,,,,0.34,12,24,20,14
3463,3463,3463,3463,3463,PuMgO3,Pu,Mg,0,element not in BV,element not in BV,0.96,0.72,orthorhombic,-3.148,-0.013,0.8,11.539,1.607,5.332,5.673,7.629,90,90,90,-0.714,0.5333333333,0.7890901761,6.06,7.646,1.28,1.31,0.7890901761,,,,0.9,1.13,,,6,6,0,0
3464,3464,3464,3464,3464,PuMnO3,Pu,Mn,0,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.888,-0.057,1.8,11.89,0,5.483,5.608,7.733,90,90,90,-,0.4592592593,0.829145515,6.06,7.435,1.28,1.55,0.829145515,,,,0.99,1.23,0.23,,8,12,5,0
3465,3465,3465,3465,3465,PuMoO3,Pu,Mo,0,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.607,0.179,1.002,12.506,0,5.443,5.879,7.817,90,90,90,3.94,0.4592592593,0.829145515,6.06,7.099,1.28,2.16,0.829145515,,,,1.22,1.5,0.49,0.748,9,18,15,0
3466,3466,3466,3466,3466,PuNaO3,Pu,Na,0,element not in BV,element not in BV,0.96,1.02,orthorhombic,-2.331,0.3,0.6,13.212,0,5.837,6.09,7.434,90,90,90,-,0.7555555556,0.6892053437000001,6.06,5.138999999999999,1.28,0.93,0.6892053437000001,,,,1.1,1.55,,0.547926,5,6,0,0
3467,3467,3467,3467,3467,PuNbO3,Pu,Nb,0,element not in BV,element not in BV,0.96,0.68,cubic,-2.909,0.154,1.199,13.505,0,4.072,4.072,4.072,90,90,90,-,0.5037037037,0.8046387509999999,6.06,6.88,1.28,1.6,0.8046387509999999,,,,1.23,1.53,0.51,0.893,9,18,14,0
3468,3468,3468,3468,3468,PuNdO3,Pu,Nd,0,element not in BV,element not in BV,0.96,0.98,cubic,-2.541,1.086,1.01,17.655,0,4.453,4.453,4.453,90,90,90,-,0.7259259259,0.7010371951000001,6.06,5.53,1.28,1.14,0.7010371951000001,,,,,,,,12,24,20,3
3469,3469,3469,3469,3469,PuNiO3,Pu,Ni,0,element not in BV,element not in BV,0.96,0.59,orthorhombic,-2.473,-0.02,1.2,11.134,1.257,5.248,5.674,7.478,90,90,90,-,0.437037037,0.8419673529,6.06,7.635,1.28,1.91,0.8419673529,,,,0.96,1.22,0.195,1.156,8,12,8,0
3470,3470,3470,3470,3470,PuNpO3,Pu,Np,0,element not in BV,element not in BV,0.96,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,0.637037037,0.7391025631,6.06,6.19,1.28,1.36,0.7391025631,,,,,,,,14,30,31,17
3471,3471,3471,3471,3471,PuOsO3,Pu,Os,0,element not in BV,element not in BV,0.96,0.57,cubic,-1.093,1.246,1.772,18.817,0,4.548,4.548,4.548,90,90,90,-,0.4222222222,0.8507378461,6.06,8.7,1.28,2.2,0.8507378461,,,,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
3472,3472,3472,3472,3472,PuPaO3,Pu,Pa,0,element not in BV,element not in BV,0.96,0.91,cubic,-2.64,0.571,1.4,18.25,0,4.502,4.502,4.502,90,90,90,-,0.6740740741,0.7227507365000001,6.06,5.89,1.28,1.5,0.7227507365000001,,,,,,,,14,30,32,14
3473,3473,3473,3473,3473,PuPbO3,Pu,Pb,0,element not in BV,element not in BV,0.96,0.99,orthorhombic,-2.324,0.216,0.989,15.755,0,5.938,6.249,8.491,90,90,90,-,0.7333333333,0.6980413095999999,6.06,7.416,1.28,2.33,0.6980413095999999,,,,0.96,1.13,0.45,0.364,12,25,30,14
3474,3474,3474,3474,3474,PuPdO3,Pu,Pd,0,element not in BV,element not in BV,0.96,0.75,cubic,-1.678,0.538,0.998,13.379,0,4.059,4.059,4.059,90,90,90,-,0.5555555556,0.7778174593000001,6.06,8.34,1.28,2.2,0.7778174593000001,,,,1.08,1.37,0.4,0.562,8,18,20,0
3475,3475,3475,3475,3475,PuPmO3,Pu,Pm,0,element not in BV,element not in BV,0.96,0.97,cubic,-2.629,1.025,1.025,17.704,0.405,4.457,4.457,4.457,90,90,90,-1.198,0.7185185184999999,0.7040589071,6.06,5.553999999999999,1.28,1.13,0.7040589071,,,,,,,,12,24,20,4
3476,3476,3476,3476,3476,PuPrO3,Pu,Pr,0,element not in BV,element not in BV,0.96,0.92,cubic,-2.452,1.152,1.001,17.642,0,4.451,4.451,4.451,90,90,90,-,0.6814814815000001,0.7195668126000001,6.06,5.46,1.28,1.13,0.7195668126000001,,,,,,,0.962,12,24,21,1
3477,3477,3477,3477,3477,PuPtO3,Pu,Pt,0,element not in BV,element not in BV,0.96,0.67,cubic,-1.536,0.657,1.019,13.182,0,4.039,4.039,4.039,90,90,90,-,0.4962962963000001,0.8086221112,6.06,9.0,1.28,2.28,0.8086221112,,,,1.24,1.46,0.51,2.128,12,24,27,14
3478,3478,3478,3478,3478,Pu2O3,Pu,Pu,0,element not in BV,element not in BV,0.96,0.83,cubic,-2.866,0.767,2,16.908,0,4.389,4.389,4.389,90,90,90,-,0.6148148148,0.7492736993000001,6.06,6.06,1.28,1.28,0.7492736993000001,,,,,,,,14,30,31,18
3479,3479,3479,3479,3479,PuRbO3,Pu,Rb,0,element not in BV,element not in BV,0.96,1.52,orthorhombic,-2.315,0.314,0.6,18.852,0.598,5.585,5.712,11.818,90,90,90,-,1.1259259259,0.5691347263000001,6.06,4.177,1.28,0.82,0.5691347263000001,,,,1.67,2.43,0.71,0.48592,9,18,10,0
3480,3480,3480,3480,3480,PuReO3,Pu,Re,0,element not in BV,element not in BV,0.96,0.57,rhombohedral,-2.257,0.328,0.967,12.242,0,5.316,5.316,5.316,67.1,67.1,67.1,-,0.4222222222,0.8507378461,6.06,7.88,1.28,1.9,0.8507378461,,,,1.19,1.49,0.565,0.15,12,24,24,14
3481,3481,3481,3481,3481,PuRhO3,Pu,Rh,0,element not in BV,element not in BV,0.96,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4518518519,0.8333758493000001,6.06,7.46,1.28,2.28,0.8333758493000001,,,,1.11,1.41,0.42,1.137,9,18,18,0
3482,3482,3482,3482,3482,PuRuO3,Pu,Ru,0,element not in BV,element not in BV,0.96,0.62,cubic,-1.885,0.501,0.859,12.042,0,3.919,3.919,3.919,90,90,90,-,0.4592592593,0.829145515,6.06,7.37,1.28,2.2,0.829145515,,,,1.145,1.46,0.45,1.05,9,18,17,0
3483,3483,3483,3483,3483,PuSbO3,Pu,Sb,0,element not in BV,element not in BV,0.96,0.68,cubic,-1.915,0.692,1.151,14.979,0,4.215,4.215,4.215,90,90,90,0.475,0.5037037037,0.8046387509999999,6.06,8.641,1.28,2.05,0.8046387509999999,,,,0.83,0.935,0.335,1.046,10,21,20,0
