,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
3317,3317,3317,3317,3317,PrMgO3,Pr,Mg,0,not balanced,not balanced,1.18,0.72,orthorhombic,-2.843,0.132,0.2,12.191,0,5.412,5.782,7.792,90,90,90,-0.545,0.5333333333,0.8642416215000001,5.46,7.646,1.13,1.31,0.8642416215000001,,,,0.9,1.13,,,6,6,0,0
3318,3318,3318,3318,3318,PrMnO3,Pr,Mn,1,3,3,1.18,0.65,orthorhombic,-2.868,0.002,0.8,12.077,0,5.468,5.685,7.77,90,90,90,3.883,0.4814814815,0.8944900781999999,5.46,7.435,1.13,1.55,0.8944900781999999,,,,0.99,1.23,0.23,,8,12,5,0
3319,3319,3319,3319,3319,PrMoO3,Pr,Mo,0,3,3,1.18,0.69,orthorhombic,-2.596,0.189,0.549,13.072,0,5.531,5.928,7.974,90,90,90,2.939,0.5111111111,0.8769510571,5.46,7.099,1.13,2.16,0.8769510571,,,,1.22,1.5,0.49,0.748,9,18,15,0
3320,3320,3320,3320,3320,PrNaO3,Pr,Na,0,not balanced,not balanced,1.18,1.02,cubic,-1.605,0.766,0.4,12.765,0,3.996,3.996,3.996,90,90,90,-1.835,0.7555555556,0.7548439478,5.46,5.138999999999999,1.13,0.93,0.7548439478,,,,1.1,1.55,,0.547926,5,6,0,0
3321,3321,3321,3321,3321,PrNbO3,Pr,Nb,0,3,3,1.18,0.72,orthorhombic,-2.913,0.193,0.001,13.202,0,5.542,6.032,7.899,90,90,90,4.097,0.5333333333,0.8642416215000001,5.46,6.88,1.13,1.6,0.8642416215000001,,,,1.23,1.53,0.51,0.893,9,18,14,0
3322,3322,3322,3322,3322,PrNdO3,Pr,Nd,0,3,3,1.18,0.98,cubic,-2.732,0.866,0,17.89,1.091,4.472,4.472,4.472,90,90,90,3.249,0.7259259259,0.7678026421999999,5.46,5.53,1.13,1.14,0.7678026421999999,,,,,,,,12,24,20,3
3323,3323,3323,3323,3323,PrNiO3,Pr,Ni,1,3,3,1.18,0.6,orthorhombic,-2.312,-0.028,0.198,11.169,0,5.395,5.423,7.636,90,90,90,1.493,0.44444444439999997,0.9174257212000001,5.46,7.635,1.13,1.91,0.9174257212000001,,,,0.96,1.22,0.195,1.156,8,12,8,0
3324,3324,3324,3324,3324,PrNpO3,Pr,Np,0,element not in BV,element not in BV,1.18,0.86,cubic,-2.791,0.737,0.786,17.439,0,4.434,4.434,4.434,90,90,90,3.565,0.637037037,0.8094932834,5.46,6.19,1.13,1.36,0.8094932834,,,,,,,,14,30,31,17
3325,3325,3325,3325,3325,PrOsO3,Pr,Os,0,element not in BV,element not in BV,1.18,0.57,cubic,-1.849,0.504,0.002,12.572,0,3.976,3.976,3.976,90,90,90,1.225,0.4222222222,0.9317604981000001,5.46,8.7,1.13,2.2,0.9317604981000001,,,,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
3326,3326,3326,3326,3326,PrPaO3,Pr,Pa,0,element not in BV,element not in BV,1.18,0.91,cubic,-2.562,0.621,0.299,17.963,0,4.478,4.478,4.478,90,90,90,-,0.6740740741,0.79158414,5.46,5.89,1.13,1.5,0.79158414,,,,,,,,14,30,32,14
3327,3327,3327,3327,3327,PrPbO3,Pr,Pb,0,not balanced,not balanced,1.18,0.99,cubic,-1.686,0.719,0,15.229,0,4.239,4.239,4.239,90,90,90,-,0.7333333333,0.7645214344,5.46,7.416,1.13,2.33,0.7645214344,,,,0.96,1.13,0.45,0.364,12,25,30,14
3328,3328,3328,3328,3328,PrPdO3,Pr,Pd,0,2,4,1.18,0.62,orthorhombic,-2.127,0.01,0.001,12.876,0,5.552,5.951,7.794,90,90,90,0.75,0.4592592593,0.9081117545,5.46,8.34,1.13,2.2,0.9081117545,,,,1.08,1.37,0.4,0.562,8,18,20,0
3329,3329,3329,3329,3329,PrPmO3,Pr,Pm,0,element not in BV,element not in BV,1.18,0.97,cubic,-2.818,0.808,0,17.418,1.093,4.433,4.433,4.433,90,90,90,3.55,0.7185185184999999,0.7711121364,5.46,5.553999999999999,1.13,1.13,0.7711121364,,,,,,,,12,24,20,4
3330,3330,3330,3330,3330,Pr2O3,Pr,Pr,0,3,3,1.18,0.99,cubic,-2.652,0.924,0,18.345,0.91,4.51,4.51,4.51,90,90,90,2.96,0.7333333333,0.7645214344,5.46,5.46,1.13,1.13,0.7645214344,,,,,,,0.962,12,24,21,1
3331,3331,3331,3331,3331,PrPtO3,Pr,Pt,0,element not in BV,element not in BV,1.18,0.67,orthorhombic,-2.058,0.078,0,13.052,0,5.597,6.114,7.629,90,90,90,0.349,0.4962962963000001,0.8856337408,5.46,9.0,1.13,2.28,0.8856337408,,,,1.24,1.46,0.51,2.128,12,24,27,14
3332,3332,3332,3332,3332,PrPuO3,Pr,Pu,0,element not in BV,element not in BV,1.18,0.83,cubic,-2.825,0.78,0.928,16.812,0,4.381,4.381,4.381,90,90,90,2.766,0.6148148148,0.8206330993000001,5.46,6.06,1.13,1.28,0.8206330993000001,,,,,,,,14,30,31,18
3333,3333,3333,3333,3333,PrRbO3,Pr,Rb,0,not balanced,not balanced,1.18,1.52,orthorhombic,-2.061,0.295,0,19.587,1.117,6.505,6.576,9.158,90,90,90,-2.467,1.1259259259,0.6233380336,5.46,4.177,1.13,0.82,0.6233380336,,,,1.67,2.43,0.71,0.48592,9,18,10,0
3334,3334,3334,3334,3334,PrReO3,Pr,Re,0,3,3,1.18,0.63,cubic,-2.061,0.541,0.177,12.642,0,3.983,3.983,3.983,90,90,90,1.618,0.4666666667,0.9035253315,5.46,7.88,1.13,1.9,0.9035253315,,,,1.19,1.49,0.565,0.15,12,24,24,14
3335,3335,3335,3335,3335,PrRhO3,Pr,Rh,1,3,3,1.18,0.67,orthorhombic,-2.316,-0.06,0,12.426,0.708,5.421,5.849,7.839,90,90,90,0.878,0.4962962963000001,0.8856337408,5.46,7.46,1.13,2.28,0.8856337408,,,,1.11,1.41,0.42,1.137,9,18,18,0
3336,3336,3336,3336,3336,PrRuO3,Pr,Ru,1,3,3,1.18,0.68,orthorhombic,-2.32,0.072,0.198,12.405,0,5.384,5.895,7.818,90,90,90,1.73,0.5037037037,0.881271013,5.46,7.37,1.13,2.2,0.881271013,,,,1.145,1.46,0.45,1.05,9,18,17,0
3337,3337,3337,3337,3337,PrSbO3,Pr,Sb,0,3,3,1.18,0.76,cubic,-1.946,0.711,0,15.329,0,4.248,4.248,4.248,90,90,90,1.926,0.5629629629999999,0.8478578940000001,5.46,8.641,1.13,2.05,0.8478578940000001,,,,0.83,0.935,0.335,1.046,10,21,20,0
3338,3338,3338,3338,3338,PrScO3,Pr,Sc,1,3,3,1.18,0.75,orthorhombic,-3.721,-0.029,0,13.073,4.487,5.596,5.811,8.04,90,90,90,5.422,0.5555555556,0.8518953126000001,5.46,6.54,1.13,1.36,0.8518953126000001,,,,1.22,1.53,0.31,0.188,8,12,1,0
3339,3339,3339,3339,3339,PrSiO3,Pr,Si,0,3,3,1.18,0.4,tetragonal,-2.737,0.434,0.001,11.65,0,3.579,3.579,4.549,90,90,90,4.673,0.2962962963,1.0222743751,5.46,8.151,1.13,1.9,1.0222743751,,,,0.68,0.74,,1.389522,6,8,0,0
3340,3340,3340,3340,3340,PrSmO3,Pr,Sm,0,3,3,1.18,0.96,cubic,-2.872,0.767,0,17.13,1.274,4.408,4.408,4.408,90,90,90,3.759,0.7111111111,0.7744502842000001,5.46,5.64,1.13,1.17,0.7744502842000001,,,,,,,,12,24,20,5
3341,3341,3341,3341,3341,PrSnO3,Pr,Sn,0,3,3,1.18,0.69,cubic,-2.187,0.571,0,14.3,0,4.151,4.151,4.151,90,90,90,2.737,0.5111111111,0.8769510571,5.46,7.3439999999999985,1.13,1.96,0.8769510571,,,,0.88,1.0,0.345,1.112067,10,20,20,0
3342,3342,3342,3342,3342,PrSrO3,Pr,Sr,0,not balanced,not balanced,1.18,1.18,cubic,-1.946,1.078,-0.003,16.936,0,4.391,4.391,4.391,90,90,90,-2.307,0.8740740740999999,0.7071067812,5.46,5.695,1.13,0.95,0.7071067812,,,,1.42,1.79,0.633,0.048,10,18,10,0
3343,3343,3343,3343,3343,PrTaO3,Pr,Ta,0,3,3,1.18,0.72,orthorhombic,-2.914,0.311,0,13.054,0,5.526,6.018,7.85,90,90,90,4.18,0.5333333333,0.8642416215000001,5.46,7.89,1.13,1.5,0.8642416215000001,,,,1.25,1.54,0.605,0.322,12,24,22,14
3344,3344,3344,3344,3344,PrTbO3,Pr,Tb,0,3,3,1.18,0.92,cubic,-2.941,0.628,0,16.073,1.649,4.315,4.315,4.315,90,90,90,4.361,0.6814814815000001,0.7880969851999999,5.46,5.86,1.13,1.1,0.7880969851999999,,,,,,,,12,24,21,7
3345,3345,3345,3345,3345,PrTcO3,Pr,Tc,0,element not in BV,element not in BV,1.18,0.6,orthorhombic,-2.451,0.103,0.39,12.616,0,5.428,5.922,7.849,90,90,90,2.453,0.44444444439999997,0.9174257212000001,5.46,7.28,1.13,1.9,0.9174257212000001,,,,1.16,1.49,0.455,0.55,10,18,15,0
3346,3346,3346,3346,3346,PrTeO3,Pr,Te,0,2,4,1.18,0.97,cubic,-1.633,0.809,0,15.529,0,4.266,4.266,4.266,90,90,90,1.546,0.7185185184999999,0.7711121364,5.46,9.009,1.13,2.1,0.7711121364,,,,0.79,0.88,0.325,1.9708,10,22,20,0
3347,3347,3347,3347,3347,PrThO3,Pr,Th,0,not balanced,not balanced,1.18,0.94,cubic,-2.963,0.771,0.057,18.96,0,4.56,4.56,4.56,90,90,90,3.52,0.6962962963,0.7812140420999999,5.46,6.08,1.13,1.3,0.7812140420999999,,,,,,,,14,30,31,14
3348,3348,3348,3348,3348,PrTiO3,Pr,Ti,1,3,3,1.18,0.67,orthorhombic,-3.382,-0.033,0.194,12.264,0,5.493,5.695,7.84,90,90,90,5.31,0.4962962963000001,0.8856337408,5.46,6.82,1.13,1.54,0.8856337408,,,,1.15,1.43,0.28,0.079,8,12,2,0
3349,3349,3349,3349,3349,PrTlO3,Pr,Tl,0,3,3,1.18,0.89,orthorhombic,-2.214,0.043,0,14.972,1.132,5.774,6.149,8.433,90,90,90,1.197,0.6592592593,0.7986518555,5.46,6.108,1.13,1.62,0.7986518555,,,,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
3350,3350,3350,3350,3350,PrTmO3,Pr,Tm,0,3,3,1.18,0.88,orthorhombic,-3.729,0.025,0,14.447,5.007,5.763,6.005,8.349,90,90,90,4.856,0.6518518519,0.802233254,5.46,6.184,1.13,1.25,0.802233254,,,,,,,,12,24,20,12
3351,3351,3351,3351,3351,PrUO3,Pr,U,0,3,3,1.18,1.03,cubic,-2.754,0.752,0.546,16.999,0,4.397,4.397,4.397,90,90,90,2.997,0.762962963,0.7516723345999999,5.46,6.05,1.13,1.38,0.7516723345999999,,,,,,,,14,30,31,16
3352,3352,3352,3352,3352,PrVO3,Pr,V,1,3,3,1.18,0.64,orthorhombic,-3.18,-0.077,0.4,12.254,1.333,5.482,5.721,7.814,90,90,90,4.458,0.47407407409999996,0.8989850032,5.46,6.74,1.13,1.63,0.8989850032,,,,1.09,1.34,0.26,0.525,8,12,3,0
3353,3353,3353,3353,3353,PrWO3,Pr,W,0,3,3,1.18,0.66,orthorhombic,-2.469,0.386,0.001,12.729,0,5.371,6.049,7.836,90,90,90,2.545,0.4888888889,0.8900398787999999,5.46,7.98,1.13,2.36,0.8900398787999999,,,,1.22,1.515,0.59,0.815,12,24,23,14
3354,3354,3354,3354,3354,PrYO3,Pr,Y,0,3,3,1.18,0.9,cubic,-3.1,0.593,0,15.797,2.003,4.291,4.291,4.291,90,90,90,4.454,0.6666666667,0.7951022917,5.46,6.38,1.13,1.22,0.7951022917,,,,1.32,1.62,0.58,0.307,10,18,11,0
3355,3355,3355,3355,3355,PrYbO3,Pr,Yb,1,3,3,1.18,0.87,cubic,-2.584,0.608,0.064,14.208,0,4.142,4.142,4.142,90,90,90,-1.033,0.6444444443999999,0.8058469173,5.46,6.254,1.13,1.1,0.8058469173,,,,,,,-0.02,12,24,20,13
3356,3356,3356,3356,3356,PrZnO3,Pr,Zn,0,not balanced,not balanced,1.18,0.74,orthorhombic,-2.361,0.087,0,12.082,0,5.437,5.724,7.766,90,90,90,0.43,0.5481481481,0.8559713667000001,5.46,9.394,1.13,1.65,0.8559713667000001,,,,0.82,1.06,0.175,,8,12,10,0
3357,3357,3357,3357,3357,PrZrO3,Pr,Zr,0,3,3,1.18,0.72,orthorhombic,-3.32,0.152,0.167,13.899,0,5.681,6.093,8.031,90,90,90,4.757,0.5333333333,0.8642416215000001,5.46,6.84,1.13,1.33,0.8642416215000001,,,,1.265,1.56,0.54,0.426,10,18,12,0
3358,3358,3358,3358,3358,PtAcO3,Pt,Ac,0,element not in BV,element not in BV,0.67,1.12,orthorhombic,-1.849,0.289,0,15.994,0,5.963,6.43,8.342,90,90,90,-7.392,0.8296296296,0.5782816591,9.0,5.17,2.28,1.1,0.5782816591,1.24,1.46,0.51,,,,0.35,14,30,30,14
3359,3359,3359,3359,3359,PtAgO3,Pt,Ag,0,element not in BV,element not in BV,0.67,0.95,cubic,0.763,1.313,0.536,12.835,0,4.004,4.004,4.004,90,90,90,-7.469,0.7037037037,0.6210242165,9.0,7.5760000000000005,2.28,1.93,0.6210242165,1.24,1.46,0.51,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
3360,3360,3360,3360,3360,PtAlO3,Pt,Al,0,element not in BV,element not in BV,0.67,0.54,cubic,-1.139,0.841,0.307,9.896,0,3.671,3.671,3.671,90,90,90,-1.32,0.4,0.7557437556000001,9.0,5.9860000000000015,2.28,1.61,0.7557437556000001,1.24,1.46,0.51,0.77,0.905,,0.43283,6,7,0,0
3361,3361,3361,3361,3361,PtAsO3,Pt,As,0,element not in BV,element not in BV,0.67,0.52,cubic,-0.136,0.941,0.322,11.036,0,3.807,3.807,3.807,90,90,90,0.004,0.3851851852000001,0.7638265765000001,9.0,9.81,2.28,2.18,0.7638265765000001,1.24,1.46,0.51,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
3362,3362,3362,3362,3362,PtAuO3,Pt,Au,0,element not in BV,element not in BV,0.67,0.93,cubic,0.766,1.304,0.469,13.191,0,4.04,4.04,4.04,90,90,90,-5.476,0.6888888889,0.6264717974,9.0,9.225,2.28,2.54,0.6264717974,1.24,1.46,0.51,1.21,1.45,0.488,2.30863,11,24,29,14
3363,3363,3363,3363,3363,PtBO3,Pt,B,0,element not in BV,element not in BV,0.67,0.27,cubic,-0.159,1.5,0.086,8,0,3.42,3.42,3.42,90,90,90,-1.088,0.2,0.8817010481,9.0,8.298,2.28,2.04,0.8817010481,1.24,1.46,0.51,0.48,0.315,,0.279723,4,1,0,0
3364,3364,3364,3364,3364,PtBaO3,Pt,Ba,0,element not in BV,element not in BV,0.67,1.35,orthorhombic,-1.432,0.173,0,18.95,0.88,6.334,6.488,9.222,90,90,90,-12.328,1.0,0.5290206289,9.0,5.2120000000000015,2.28,0.89,0.5290206289,1.24,1.46,0.51,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
3365,3365,3365,3365,3365,PtBeO3,Pt,Be,0,element not in BV,element not in BV,0.67,0.45,cubic,-0.554,1.077,0.001,8.348,0,3.469,3.469,3.469,90,90,90,-3.844,0.3333333333,0.7935309433,9.0,9.322000000000001,2.28,1.57,0.7935309433,1.24,1.46,0.51,0.64,0.44,,,4,0,0,0
3366,3366,3366,3366,3366,PtBiO3,Pt,Bi,0,element not in BV,element not in BV,0.67,0.9,cubic,0.027,1.157,0.286,14.589,0,4.178,4.178,4.178,90,90,90,-4.385,0.6666666667,0.6348247547,9.0,7.289,2.28,2.02,0.6348247547,1.24,1.46,0.51,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
3367,3367,3367,3367,3367,PtCaO3,Pt,Ca,0,element not in BV,element not in BV,0.67,1.0,rhombohedral,-1.463,0.38,-0.001,14.441,0.544,6.031,6.031,6.031,57,57,57,-10.427,0.7407407407,0.6078109353,9.0,6.1129999999999995,2.28,1.0,0.6078109353,1.24,1.46,0.51,1.32,1.68,0.34,0.02455,8,12,0,0
3368,3368,3368,3368,3368,PtCdO3,Pt,Cd,0,element not in BV,element not in BV,0.67,0.95,cubic,0.584,1.549,0.591,13.814,0,4.103,4.103,4.103,90,90,90,-9.196,0.7037037037,0.6210242165,9.0,8.993,2.28,1.69,0.6210242165,1.24,1.46,0.51,0.985,1.23,0.37,,10,18,20,0
3369,3369,3369,3369,3369,PtCeO3,Pt,Ce,0,element not in BV,element not in BV,0.67,0.94,cubic,-0.525,1.584,0.607,18.596,0,4.53,4.53,4.53,90,90,90,-7.929,0.6962962963,0.6237361127000001,9.0,5.54,2.28,1.12,0.6237361127000001,1.24,1.46,0.51,,,,,12,24,21,0
3370,3370,3370,3370,3370,PtCoO3,Pt,Co,0,element not in BV,element not in BV,0.67,0.63,cubic,0.018,1.042,0.387,10.077,0,3.694,3.694,3.694,90,90,90,-4.105,0.4666666667,0.7213917667,9.0,7.86,2.28,1.88,0.7213917667,1.24,1.46,0.51,0.92,1.1,0.21,0.662,8,12,7,0
3371,3371,3371,3371,3371,PtCrO3,Pt,Cr,0,element not in BV,element not in BV,0.67,0.58,cubic,-0.692,0.897,0.003,10.807,0,3.781,3.781,3.781,90,90,90,-0.677,0.4296296296,0.7400806725,9.0,6.766,2.28,1.66,0.7400806725,1.24,1.46,0.51,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
3372,3372,3372,3372,3372,PtCsO3,Pt,Cs,0,element not in BV,element not in BV,0.67,1.67,orthorhombic,-0.823,0.18,0.2,22.346,0,5.953,7.003,10.721,90,90,90,-,1.2370370370000001,0.47296546289999997,9.0,3.8939999999999997,2.28,0.79,0.47296546289999997,1.24,1.46,0.51,1.71,2.6,,0.4716260000000001,11,24,20,0
3373,3373,3373,3373,3373,PtCuO3,Pt,Cu,0,element not in BV,element not in BV,0.67,0.68,cubic,0.3,1.067,0.378,10.365,0,3.728,3.728,3.728,90,90,90,-4.74,0.5037037037,0.7036234966,9.0,7.726,2.28,1.9,0.7036234966,1.24,1.46,0.51,0.88,1.16,0.185,1.235,7,12,10,0
3374,3374,3374,3374,3374,PtDyO3,Pt,Dy,0,element not in BV,element not in BV,0.67,0.99,cubic,-0.88,1.393,0.603,16.025,0,4.311,4.311,4.311,90,90,90,-6.575,0.7333333333,0.6104084179,9.0,5.94,2.28,1.22,0.6104084179,1.24,1.46,0.51,,,,,12,24,20,9
3375,3375,3375,3375,3375,PtErO3,Pt,Er,0,element not in BV,element not in BV,0.67,0.89,cubic,-0.947,1.349,0.6,15.557,0,4.269,4.269,4.269,90,90,90,-6.18,0.6592592593,0.6376587937,9.0,6.101,2.28,1.24,0.6376587937,1.24,1.46,0.51,,,,,12,24,20,11
3376,3376,3376,3376,3376,PtEuO3,Pt,Eu,0,element not in BV,element not in BV,0.67,1.06,rhombohedral,-1.596,0.368,0,14.649,0.471,5.816,5.816,5.816,62.4,62.4,62.4,-10.615,0.7851851851999999,0.5926787129,9.0,5.67,2.28,1.2,0.5926787129,1.24,1.46,0.51,,,,,12,24,20,6
3377,3377,3377,3377,3377,PtFeO3,Pt,Fe,0,element not in BV,element not in BV,0.67,0.67,cubic,-0.244,0.928,1.357,10.994,0,3.802,3.802,3.802,90,90,90,-3.036,0.4962962963000001,0.7071067812,9.0,7.87,2.28,1.83,0.7071067812,1.24,1.46,0.51,0.95,1.16,0.22,0.151,8,12,6,0
3378,3378,3378,3378,3378,PtGaO3,Pt,Ga,0,element not in BV,element not in BV,0.67,0.62,cubic,-0.389,1.01,0.592,11.079,0,3.812,3.812,3.812,90,90,90,-3.192,0.4592592593,0.7250536538,9.0,5.999,2.28,1.81,0.7250536538,1.24,1.46,0.51,0.76,0.935,0.17,0.43,8,13,10,0
3379,3379,3379,3379,3379,PtGdO3,Pt,Gd,0,element not in BV,element not in BV,0.67,0.94,cubic,-0.804,1.44,0.602,16.496,0,4.353,4.353,4.353,90,90,90,-6.96,0.6962962963,0.6237361127000001,9.0,6.15,2.28,1.2,0.6237361127000001,1.24,1.46,0.51,,,,,12,24,20,7
3380,3380,3380,3380,3380,PtGeO3,Pt,Ge,0,element not in BV,element not in BV,0.67,0.63,cubic,-0.466,0.904,0.402,10.536,0,3.749,3.749,3.749,90,90,90,0.429,0.4666666667,0.7213917667,9.0,7.899,2.28,2.01,0.7213917667,1.24,1.46,0.51,0.72,0.84,0.16,1.232712,8,14,10,0
3381,3381,3381,3381,3381,PtHfO3,Pt,Hf,0,element not in BV,element not in BV,0.67,0.71,cubic,-1.611,0.929,0.402,13.416,0,4.063,4.063,4.063,90,90,90,-0.704,0.5259259259000001,0.6933765524,9.0,6.65,2.28,1.3,0.6933765524,1.24,1.46,0.51,1.3,1.61,0.63,0.0,12,24,21,14
3382,3382,3382,3382,3382,PtHgO3,Pt,Hg,0,element not in BV,element not in BV,0.67,1.11,cubic,0.889,1.516,0.481,14.225,0,4.143,4.143,4.143,90,90,90,-8.92,0.8222222222,0.5806323976,9.0,10.437000000000001,2.28,2.0,0.5806323976,1.24,1.46,0.51,1.07,1.34,0.475,,11,24,30,14
3383,3383,3383,3383,3383,PtHoO3,Pt,Ho,0,element not in BV,element not in BV,0.67,0.9,cubic,-0.914,1.371,0.6,15.784,0,4.289,4.289,4.289,90,90,90,-6.385,0.6666666667,0.6348247547,9.0,6.018,2.28,1.23,0.6348247547,1.24,1.46,0.51,,,,,12,24,20,10
3384,3384,3384,3384,3384,PtInO3,Pt,In,0,element not in BV,element not in BV,0.67,0.8,cubic,0.005,1.275,0.601,13.966,0,4.118,4.118,4.118,90,90,90,-5.84,0.5925925926,0.6643514874,9.0,5.7860000000000005,2.28,1.78,0.6643514874,1.24,1.46,0.51,0.94,1.11,0.36,0.3,10,19,20,0
3385,3385,3385,3385,3385,PtIrO3,Pt,Ir,0,element not in BV,element not in BV,0.67,0.63,cubic,0.158,1.034,0.263,11.801,0,3.893,3.893,3.893,90,90,90,-0.424,0.4666666667,0.7213917667,9.0,9.1,2.28,2.2,0.7213917667,1.24,1.46,0.51,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
3386,3386,3386,3386,3386,PtKO3,Pt,K,0,element not in BV,element not in BV,0.67,1.38,orthorhombic,-0.817,0.257,0.2,18.886,0.276,6.311,6.337,9.445,90,90,90,-10.896,1.0222222222,0.5232072154,9.0,4.341,2.28,0.82,0.5232072154,1.24,1.46,0.51,1.54,2.15,0.37,0.50147,7,12,0,0
3387,3387,3387,3387,3387,PtLaO3,Pt,La,0,element not in BV,element not in BV,0.67,1.03,cubic,-0.641,1.564,0.303,17.902,0,4.473,4.473,4.473,90,90,90,-7.72,0.762962963,0.6001494529,9.0,5.58,2.28,1.1,0.6001494529,1.24,1.46,0.51,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
3388,3388,3388,3388,3388,PtLiO3,Pt,Li,0,element not in BV,element not in BV,0.67,0.76,cubic,0.179,1.334,-0.216,8.821,0,3.533,3.533,3.533,90,90,90,-7.777,0.5629629629999999,0.6769458284000001,9.0,5.392,2.28,0.98,0.6769458284000001,1.24,1.46,0.51,0.985,0.625,,0.618049,3,0,0,0
3389,3389,3389,3389,3389,PtLuO3,Pt,Lu,0,element not in BV,element not in BV,0.67,0.86,cubic,-1.049,1.28,0.601,14.841,0,4.202,4.202,4.202,90,90,90,-5.579,0.637037037,0.6463147954999999,9.0,5.4259,2.28,1.27,0.6463147954999999,1.24,1.46,0.51,,,,0.34,12,24,20,14
3390,3390,3390,3390,3390,PtMgO3,Pt,Mg,0,element not in BV,element not in BV,0.67,0.72,cubic,-0.384,1.239,0.292,10.844,0,3.785,3.785,3.785,90,90,90,-6.597,0.5333333333,0.6900269072,9.0,7.646,2.28,1.31,0.6900269072,1.24,1.46,0.51,0.9,1.13,,,6,6,0,0
3391,3391,3391,3391,3391,PtMnO3,Pt,Mn,0,element not in BV,element not in BV,0.67,0.62,cubic,-0.436,0.947,1.137,10.859,0,3.787,3.787,3.787,90,90,90,-2.956,0.4592592593,0.7250536538,9.0,7.435,2.28,1.55,0.7250536538,1.24,1.46,0.51,0.99,1.23,0.23,,8,12,5,0
3392,3392,3392,3392,3392,PtMoO3,Pt,Mo,0,element not in BV,element not in BV,0.67,0.62,cubic,-0.859,0.871,0.137,11.937,0,3.908,3.908,3.908,90,90,90,2.928,0.4592592593,0.7250536538,9.0,7.099,2.28,2.16,0.7250536538,1.24,1.46,0.51,1.22,1.5,0.49,0.748,9,18,15,0
3393,3393,3393,3393,3393,PtNaO3,Pt,Na,0,element not in BV,element not in BV,0.67,1.02,rhombohedral,-0.749,0.356,0.2,13.769,0,5.798,5.798,5.798,60,60,60,-10.348,0.7555555556,0.6026817291,9.0,5.138999999999999,2.28,0.93,0.6026817291,1.24,1.46,0.51,1.1,1.55,,0.547926,5,6,0,0
3394,3394,3394,3394,3394,PtNbO3,Pt,Nb,0,element not in BV,element not in BV,0.67,0.68,cubic,-1.294,0.807,0.207,12.725,0,3.992,3.992,3.992,90,90,90,1.507,0.5037037037,0.7036234966,9.0,6.88,2.28,1.6,0.7036234966,1.24,1.46,0.51,1.23,1.53,0.51,0.893,9,18,14,0
3395,3395,3395,3395,3395,PtNdO3,Pt,Nd,0,element not in BV,element not in BV,0.67,0.98,cubic,-0.623,1.622,0.606,17.7,0,4.456,4.456,4.456,90,90,90,-7.658,0.7259259259,0.6130281966,9.0,5.53,2.28,1.14,0.6130281966,1.24,1.46,0.51,,,,,12,24,20,3
3396,3396,3396,3396,3396,PtNiO3,Pt,Ni,0,element not in BV,element not in BV,0.67,0.59,cubic,0.151,1.821,0.405,10.141,0,3.701,3.701,3.701,90,90,90,-4.414,0.437037037,0.7362658237,9.0,7.635,2.28,1.91,0.7362658237,1.24,1.46,0.51,0.96,1.22,0.195,1.156,8,12,8,0
3397,3397,3397,3397,3397,PtNpO3,Pt,Np,0,element not in BV,element not in BV,0.67,0.86,cubic,-1.201,1.262,0.19,18.836,0,4.55,4.55,4.55,90,90,90,-2.614,0.637037037,0.6463147954999999,9.0,6.19,2.28,1.36,0.6463147954999999,1.24,1.46,0.51,,,,,14,30,31,17
3398,3398,3398,3398,3398,PtOsO3,Pt,Os,0,element not in BV,element not in BV,0.67,0.57,cubic,-0.139,0.842,0.039,11.611,0,3.872,3.872,3.872,90,90,90,2.026,0.4222222222,0.7439352593999999,9.0,8.7,2.28,2.2,0.7439352593999999,1.24,1.46,0.51,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
3399,3399,3399,3399,3399,PtPaO3,Pt,Pa,0,element not in BV,element not in BV,0.67,0.91,cubic,-1.507,0.589,0.212,16.4,0,4.344,4.344,4.344,90,90,90,1.262,0.6740740741,0.6320157956,9.0,5.89,2.28,1.5,0.6320157956,1.24,1.46,0.51,,,,,14,30,32,14
