,(1 + c)^(1/2) x e^(c) x e^(h),(1 + c)^(1/2) x e^(c) x e^(g),c x e^(e) x e^(i),(1 + c)^(1/2) x e^(c) x e^(i),e^(b) x (1 + c)^(1/2) x e^(c)
85,0.9235510975997951,2.105312974952146,0.0038638856121191016,0.3822882275312052,0.7843361653753206
86,0.9911822131229538,2.41120969272499,0.014666788867994338,0.5443523715911569,0.956516756579486
87,0.9568936584433972,2.4341669150913163,0.013130599991983832,0.6972474261116207,0.9591843765588446
88,1.4459479275916658,2.61489457117232,0.11938505308533405,1.3978884623847376,1.9642002908881333
89,1.3114480729741842,0.734366241509818,-0.01668067691085576,0.3103999303380444,0.9638860646895342
90,2.4933844590497376,2.227529057943934,0.06577548409214347,0.7829903110503864,2.215952958811119
91,2.4816779758729743,2.1636893272581954,0.08636500765416058,1.033972980835364,2.2131795811968966
92,2.6375775682609324,1.9627024719154849,0.11301862001992145,1.2658064848576762,2.5117437145763977
93,2.505137886030105,2.256285137544392,0.08817326463347358,1.0437473808466171,2.12130818170202
94,2.564615712793618,1.7738527564568027,0.1229837728824307,1.4176946040956149,2.545608774586104
95,2.1103045840393584,1.8852948108337384,0.0556246390058395,0.8792429728769107,1.627866931768563
96,5.1786842310074,1.5986175484501564,0.12072189026110768,1.2337401969988886,3.433417374425765
97,5.154947093928622,1.5033213761004247,0.1380128469175556,1.4145777033941491,3.4413691533159847
98,4.96842460338181,1.6702832889648775,0.1125847338541992,1.1836491424305269,3.1712212001558298
99,5.372031705355886,1.4153487472425434,0.1697671302446869,1.6980069957009831,3.686762270513438
100,4.527393591206852,1.5532459455263417,0.09450216406106912,1.078580429303465,2.6782888275314667
101,1.3599587448928192,3.0010180042780403,0.0901072453637568,1.1414247604794845,3.6353568077477636
102,1.3535276906307292,2.5804894696934912,0.07732372275759555,0.9862576579285659,1.6462742713375165
103,0.362527866081834,0.5550274462085903,-0.09079850578587224,0.17285012665486346,0.2923368817757617
104,1.9852585312450581,3.800284637206989,0.2021556084185566,1.9192738152753464,3.2835735952786576
105,0.8957043085359837,1.7569053761037268,0.0015860251013024163,0.7517721251990649,1.5656453156309231
106,1.1495143946324329,2.9841567888571183,0.04658335410927447,0.8376019068195469,1.2692616166207973
107,0.4600540296476372,0.9246496317557326,-0.09221146613831756,0.2910273269795992,0.4659583279309685
108,1.1495143946324329,2.9841567888571183,0.04658335410927447,0.8376019068195469,1.2692616166207973
